wals.code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
pin	pint1250	Pintupi	-23	129	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
djm	djam1256	Djambarrpuyngu	-12.16666667	135.5	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
brd	bard1255	Bardi	-16.58333333	122.9166667	Australia	Nyulnyulan	Nyulnyulan	FALSE	FALSE
ngi	wang1291	Ngiyambaa	-31.75	145.5	Australia	Southeastern Pama-Nyungan	Pama-Nyungan	TRUE	TRUE
pit	pitj1243	Pitjantjatjara	-26	130	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	TRUE
bxj	bayu1240	Bayungu	-23	114	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
dhl	dhal1245	Dhalandji	-22.08	115	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
ggd	guga1239	Gugadj	-18.5	140.5	Australia	Northern Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
vka	kari1304	Kariera	-20.5	118.5	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
kyt	kayt1238	Kaytej	-21	134	Australia	Central Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
lnj	leni1238	Linngithig	-12.5	142.83	Australia	Northern Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
mrj	ngad1258	Mirniny	-31	129	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
nlr	ngar1286	Ngarla	-20	119	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
nly	nyam1271	Nyamal	-21	119	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
ump	umpi1239	Umpila	-13.5	143.5	Australia	Northern Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
wkw	waka1274	Wagawaga	-26.5	152.5	Australia	Southeastern Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
wbt	wanm1242	Wanman	-22	123	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
wru	waru1265	Warumungu	-19.5	134.5	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
ylr	yala1262	Yalarnnga	-22	140	Australia	Northern Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
inn	yand1253	Innamincka	-27.75	140.75	Australia	Central Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
emm	amii1238	Emmi	-13.5	130	Australia	Wagaydy	Western Daly	FALSE	FALSE
aus	aust1271	Auslan	-30	145	Australia	Sign Languages	other	FALSE	FALSE
nlu	ngar1287	Ngarluma	-20.83333333	117.5	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
ngw	ngaw1240	Ngawun	-19	141.5	Australia	Northern Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
gug	koka1244	Gugada	-30	134	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
gny	guny1241	Gunya	-26.5	146.5	Australia	Northern Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
mnj	mart1256	Mantjiltjara	-22.66666667	125.0833333	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
bly	nija1241	Balyku	-22	120	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
guf	gupa1247	Gupapuyngu	-12	136	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
wgg	wang1290	Wangkangurru	-27	137	Australia	Central Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
bnu	bula1255	Bularnu	-21	138	Australia	Western Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
myy	mayk1239	Mayi-Yapi	-20	141	Australia	Northern Pama-Nyungan	Pama-Nyungan	FALSE	FALSE
egn	enge1239	Engenni	5.166666667	6.383333333	Africa	Edoid	Niger-Congo	FALSE	FALSE
ktk	afad1236	Kotoko	11.33333333	15.33333333	Africa	Biu-Mandara	Afro-Asiatic	FALSE	FALSE
non	noon1243	Noni	6.416666667	10.58333333	Africa	Bantoid	Niger-Congo	FALSE	FALSE
tpr	tupu1244	Tupuri	10.16666667	14.75	Africa	Mbumic	Niger-Congo	FALSE	FALSE
sil	dars1235	Sila	12.33333333	21.75	Africa	Daju	Eastern Sudanic	FALSE	FALSE
lbu	lund1266	Lunda	-10.66666667	24	Africa	Bantoid	Niger-Congo	FALSE	FALSE
avt	avat1244	Avatime	6.833333333	0.416666667	Africa	Kwa	Niger-Congo	FALSE	FALSE
swt	swat1243	Swati	-26.5	31	Africa	Bantoid	Niger-Congo	FALSE	FALSE
lug	lugb1240	Lugbara	3.083333333	30.91666667	Africa	Moru-Ma'di	Central Sudanic	FALSE	FALSE
tai	taha1241	Tuareg (Air)	19	9	Africa	Berber	Afro-Asiatic	FALSE	FALSE
tug	taha1241	Tuareg (Ahaggar)	23	6	Africa	Berber	Afro-Asiatic	FALSE	FALSE
gok	goka1239	Gokana	4.583333333	7.333333333	Africa	Cross River	Niger-Congo	FALSE	FALSE
ndo	ndon1254	Ndonga	-18	17	Africa	Bantoid	Niger-Congo	FALSE	FALSE
kla	klao1243	Klao	4.75	-8.75	Africa	Kru	Niger-Congo	FALSE	FALSE
grn	fare1241	Gurenne	10.83333333	-0.916666667	Africa	Northern-Central Gur	Niger-Congo	FALSE	FALSE
ijo	izon1238	Ijo (Kolokuma)	4.916666667	5.666666667	Africa	Ijoid	Ijoid	FALSE	FALSE
krg	shon1251	Karanga	-20	31	Africa	Bantoid	Niger-Congo	FALSE	FALSE
bbu	bara1361	Barambu	3.5	27	Africa	Ubangi	Niger-Congo	FALSE	FALSE
paa	paaa1242	Pa'a	11	9.25	Africa	West Chadic	Afro-Asiatic	FALSE	FALSE
dab	nucl1683	Daba	10.16666667	13.75	Africa	Biu-Mandara	Afro-Asiatic	FALSE	FALSE
mig	miga1249	Migama	12.16666667	19.83333333	Africa	East Chadic	Afro-Asiatic	FALSE	FALSE
grm	gour1243	Gurma	12.25	1	Africa	Northern-Central Gur	Niger-Congo	FALSE	FALSE
skm	suku1261	Sukuma	-2.833333333	32	Africa	Bantoid	Niger-Congo	FALSE	FALSE
ndg	ndog1248	Ndogo	7.75	27	Africa	Ubangi	Niger-Congo	FALSE	FALSE
sup	supy1237	Supyire	11.5	-5.583333333	Africa	Senufo	Niger-Congo	TRUE	TRUE
moc	shek1244	Moca	7.583333333	35.5	Africa	North Omotic	Afro-Asiatic	FALSE	FALSE
tsn	tson1249	Tsonga	-24	32	Africa	Bantoid	Niger-Congo	FALSE	FALSE
sme	siam1242	Seme	11	-4.916666667	Africa	Kru	Niger-Congo	FALSE	FALSE
lnd	band1344	Linda	6.5	20.75	Africa	Ubangi	Niger-Congo	FALSE	FALSE
sao	saho1246	Saho	14.75	39.75	Africa	Lowland East Cushitic	Afro-Asiatic	FALSE	FALSE
bku	mokp1239	Bakueri	4.25	9.25	Africa	Bantoid	Niger-Congo	FALSE	FALSE
nup	nupe1254	Nupe	9.166666667	5.416666667	Africa	Nupoid	Niger-Congo	FALSE	FALSE
dok	ngom1268	Doko	3	23.08333333	Africa	Bantoid	Niger-Congo	FALSE	FALSE
nbe	ngom1268	Ngombe	3	23	Africa	Bantoid	Niger-Congo	FALSE	FALSE
mbe	mber1257	Mbere	-0.5	14	Africa	Bantoid	Niger-Congo	FALSE	FALSE
zso	zulu1248	Zulu (Southern)	-31	30	Africa	Bantoid	Niger-Congo	FALSE	FALSE
zno	zulu1248	Zulu (Northern)	-28	31	Africa	Bantoid	Niger-Congo	FALSE	FALSE
zul	zulu1248	Zulu	-30	30	Africa	Bantoid	Niger-Congo	TRUE	TRUE
kpo	ikpo1238	Kposo	7.5	0.833333333	Africa	Kwa	Niger-Congo	FALSE	FALSE
mou	moru1253	Moru	4.75	29.75	Africa	Moru-Ma'di	Central Sudanic	FALSE	FALSE
bub	bube1242	Bubi	3.5	8.666666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
aar	aari1239	Aari	6	36.58333333	Africa	South Omotic	Afro-Asiatic	FALSE	FALSE
zen	zena1248	Zenaga	17.33333333	-16	Africa	Berber	Afro-Asiatic	FALSE	FALSE
kgr	kagu1239	Kagulu	-6.333333333	37	Africa	Bantoid	Niger-Congo	FALSE	FALSE
run	rung1258	Runga	10.33333333	21	Africa	Maban	Maban	FALSE	FALSE
kfe	koro1298	Koromfe	14.25	-0.916666667	Africa	Northern-Central Gur	Niger-Congo	FALSE	TRUE
lmg	lama1288	Lamang	11.25	13.58333333	Africa	Biu-Mandara	Afro-Asiatic	FALSE	FALSE
tne	timn1235	Temne	8.666666667	-13.08333333	Africa	Mel	Niger-Congo	FALSE	FALSE
tks	teke1280	Teke (Southern)	-2.333333333	14.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
blq	nucl1695	Bole	11.33333333	11.25	Africa	West Chadic	Afro-Asiatic	FALSE	FALSE
awn	awng1244	Awngi	10.83333333	36.66666667	Africa	Central Cushitic	Afro-Asiatic	FALSE	FALSE
bem	bemb1257	Bemba	-10	28.25	Africa	Bantoid	Niger-Congo	FALSE	FALSE
som	soma1255	Somali	3	45	Africa	Lowland East Cushitic	Afro-Asiatic	FALSE	FALSE
mba	mbaa1245	Mba	1	25	Africa	Ubangi	Niger-Congo	FALSE	FALSE
ogb	ogbi1239	Ogbia	4.666666667	6.25	Africa	Cross River	Niger-Congo	FALSE	FALSE
mbt	mang1394	Mangbetu	2.5	26.5	Africa	Mangbetu	Central Sudanic	FALSE	FALSE
tbu	tebu1238	Tubu	16	15	Africa	Western Saharan	Saharan	FALSE	FALSE
efi	efik1245	Efik	4.916666667	8.5	Africa	Cross River	Niger-Congo	FALSE	FALSE
luo	luok1236	Luo	-0.5	34.75	Africa	Nilotic	Eastern Sudanic	FALSE	FALSE
lua	niel1243	Lua	9.75	17.75	Africa	Bua	Niger-Congo	FALSE	FALSE
bni	bini1246	Bini	6.416666667	5.833333333	Africa	Edoid	Niger-Congo	FALSE	FALSE
ewo	ewon1239	Ewondo	4	12	Africa	Bantoid	Niger-Congo	FALSE	FALSE
mbl	mbol1247	Mbole	-0.666666667	24.66666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
blu	luba1249	Bena-Lulua	-6	21	Africa	Bantoid	Niger-Congo	FALSE	FALSE
cil	luba1249	CiLuba	-6	22	Africa	Bantoid	Niger-Congo	FALSE	FALSE
mpo	myen1241	Mpongwe	-1.25	9.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
goe	goem1240	Goemai	8.666666667	9.75	Africa	West Chadic	Afro-Asiatic	FALSE	FALSE
lan	lang1324	Lango	2.166666667	33	Africa	Nilotic	Eastern Sudanic	TRUE	TRUE
mbz	mbee1250	Mbe'	6.283333333	11.08333333	Africa	Bantoid	Niger-Congo	FALSE	FALSE
fua	adam1253	Fulfulde (Adamawa)	9.166666667	13.5	Africa	Peul-Serer	Niger-Congo	FALSE	FALSE
fma	pula1263	Fula (Mauritanian)	16.5	-13.75	Africa	Peul-Serer	Niger-Congo	FALSE	FALSE
fbf	west2454	Fula (Burkina Faso)	14	0	Africa	Peul-Serer	Niger-Congo	FALSE	FALSE
fgu	pula1262	Fula (Guinean)	11.5	-12.5	Africa	Peul-Serer	Niger-Congo	FALSE	FALSE
fum	maas1239	Fulfulde (Maasina)	15	-5	Africa	Peul-Serer	Niger-Congo	FALSE	FALSE
fus	pula1263	Fula (Senegal)	15	-14	Africa	Peul-Serer	Niger-Congo	FALSE	FALSE
fni	nige1253	Fulfulde (Nigerian)	10.25	11.25	Africa	Peul-Serer	Niger-Congo	FALSE	FALSE
zay	zays1235	Zayse	5.916666667	37.33333333	Africa	North Omotic	Afro-Asiatic	FALSE	FALSE
doy	doya1240	Doyayo	8.666666667	13.08333333	Africa	Samba-Duru	Niger-Congo	FALSE	FALSE
ga	gaaa1244	Gã	5.666666667	-0.166666667	Africa	Kwa	Niger-Congo	FALSE	FALSE
gun	nugu1242	Gunu	4.583333333	11.25	Africa	Bantoid	Niger-Congo	FALSE	FALSE
had	hadz1240	Hadza	-3.75	35.16666667	Africa	Hadza	Hadza	FALSE	FALSE
dbd	tait1250	Dabida	-4	38.66666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
snn	soni1259	Soninke	15	-10.5	Africa	Western Mande	Mande	FALSE	FALSE
gwa	gbag1258	Gwari	9.5	7	Africa	Nupoid	Niger-Congo	FALSE	FALSE
tan	nucl1696	Tangale	9.75	11.33333333	Africa	West Chadic	Afro-Asiatic	FALSE	FALSE
obo	obol1243	Obolo	4.583333333	7.833333333	Africa	Cross River	Niger-Congo	FALSE	FALSE
ma	made1252	Ma	3.5	28	Africa	Ubangi	Niger-Congo	FALSE	FALSE
kad	katc1249	Kadugli	11	29.66666667	Africa	Kadugli	Kadu	FALSE	FALSE
tiv	tivv1240	Tiv	7.5	9	Africa	Bantoid	Niger-Congo	FALSE	FALSE
lag	lagw1237	Lagwan	11.5	14.83333333	Africa	Biu-Mandara	Afro-Asiatic	FALSE	FALSE
nng	nyan1304	Nyanga	-1.25	28.16666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
bys	bais1246	Bayso	6.25	37.75	Africa	Lowland East Cushitic	Afro-Asiatic	FALSE	FALSE
igb	nucl1417	Igbo	6	7.333333333	Africa	Igboid	Niger-Congo	FALSE	TRUE
brf	tari1263	Berber (Rif)	34.5	-4	Africa	Berber	Afro-Asiatic	FALSE	FALSE
ayi	anyi1245	Anyi	7	-3.5	Africa	Kwa	Niger-Congo	FALSE	FALSE
sug	assa1269	Sungor	13.75	21.5	Africa	Taman	Eastern Sudanic	FALSE	FALSE
mgo	mong1338	Mongo	0	21	Africa	Bantoid	Niger-Congo	FALSE	FALSE
shm	sham1280	Shambala	-4.25	38.25	Africa	Bantoid	Niger-Congo	FALSE	FALSE
mgu	musg1254	Musgu	10.83333333	14.91666667	Africa	Biu-Mandara	Afro-Asiatic	FALSE	FALSE
tbe	tigr1270	Tigré (Beni Amer)	15.5	38	Africa	Semitic	Afro-Asiatic	FALSE	FALSE
tgr	tigr1270	Tigré	16.5	38.5	Africa	Semitic	Afro-Asiatic	FALSE	FALSE
kni	konn1242	Konni	10.25	-1.583333333	Africa	Northern-Central Gur	Niger-Congo	FALSE	FALSE
amo	amoo1242	Amo	10.33333333	8.666666667	Africa	Kainji	Niger-Congo	FALSE	FALSE
grb	barc1235	Grebo	5	-8	Africa	Kru	Niger-Congo	TRUE	TRUE
nan	nand1266	Nandi	0.25	35	Africa	Nilotic	Eastern Sudanic	FALSE	FALSE
bfd	biaf1240	Biafada	11.41666667	-15.16666667	Africa	Biafada	Niger-Congo	FALSE	FALSE
loz	lozi1239	Lozi	-17.83333333	26	Africa	Bantoid	Niger-Congo	FALSE	FALSE
mro	moro1285	Moro	11	30.16666667	Africa	Heiban	Kordofanian	FALSE	FALSE
kik	kiku1240	Kikuyu	-0.75	36.75	Africa	Bantoid	Niger-Congo	FALSE	FALSE
man	mann1248	Mano	7	-9	Africa	Eastern Mande	Mande	FALSE	FALSE
gus	gusi1247	Gusii	-0.75	34.83333333	Africa	Bantoid	Niger-Congo	FALSE	FALSE
tnn	tune1261	Tunen	4.75	10.66666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
yns	yans1239	Yansi	-3.833333333	18	Africa	Bantoid	Niger-Congo	FALSE	FALSE
san	sang1328	Sango	5	18	Africa	Ubangi	Niger-Congo	TRUE	TRUE
nkn	nkon1245	Nkonya	7.166666667	0.25	Africa	Kwa	Niger-Congo	FALSE	FALSE
obg	ogbr1243	Ogbronuagum	4.75	6.866666667	Africa	Cross River	Niger-Congo	FALSE	FALSE
tmk	tuma1260	Tumak	9.5	17.33333333	Africa	East Chadic	Afro-Asiatic	FALSE	FALSE
jlu	luwo1239	Luwo	8	28	Africa	Nilotic	Eastern Sudanic	FALSE	FALSE
fur	furr1244	Fur	13.5	25	Africa	Fur	Fur	FALSE	TRUE
bir	bero1242	Birom	9.666666667	8.833333333	Africa	Platoid	Niger-Congo	FALSE	FALSE
kyo	kany1247	Kanyok	-7.333333333	23.58333333	Africa	Bantoid	Niger-Congo	FALSE	FALSE
mdu	mund1326	Mündü	4.5	30	Africa	Ubangi	Niger-Congo	FALSE	FALSE
det	shua1254	Deti	-20.5	24.5	Africa	Khoe-Kwadi	Khoe-Kwadi	FALSE	FALSE
mko	muku1242	Mokilko	11.91666667	18.08333333	Africa	East Chadic	Afro-Asiatic	FALSE	FALSE
bar	bari1284	Bari	5	31.66666667	Africa	Nilotic	Eastern Sudanic	FALSE	FALSE
kuk	bari1284	Kukú	5.833333333	31.66666667	Africa	Nilotic	Eastern Sudanic	FALSE	FALSE
bgr	furu1242	Bagiro	4.333333333	20.58333333	Africa	Bongo-Bagirmi	Central Sudanic	FALSE	FALSE
ets	yekh1238	Etsako	7.25	6.5	Africa	Edoid	Niger-Congo	FALSE	FALSE
mad	madi1260	Ma'di	3.25	31.5	Africa	Moru-Ma'di	Central Sudanic	FALSE	FALSE
hol	holo1240	Holoholo	-5.166666667	29.91666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
kyg	keny1279	Kenyang	5.666666667	9.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
amh	amha1245	Amharic	10	38	Africa	Semitic	Afro-Asiatic	FALSE	FALSE
ebi	ebir1243	Ebira	8.166666667	7	Africa	Nupoid	Niger-Congo	FALSE	FALSE
bet	dalo1238	Bété	6.25	-6.25	Africa	Kru	Niger-Congo	FALSE	FALSE
tmn	nucl1339	Temein	11.91666667	29.41666667	Africa	Temein	Eastern Sudanic	FALSE	FALSE
lin	ling1263	Lingala	2	18.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
afr	afri1274	Afrikaans	-31	22	Africa	Germanic	Indo-European	FALSE	FALSE
moo	moss1236	Mooré	12.83333333	-1.25	Africa	Northern-Central Gur	Niger-Congo	FALSE	FALSE
xas	xaas1235	Xasonga	14.25	-10.5	Africa	Western Mande	Mande	FALSE	FALSE
cga	moch1256	Chaga	-3	37	Africa	Bantoid	Niger-Congo	FALSE	FALSE
gir	gula1265	Gula Iro	10.25	19.41666667	Africa	Bua	Niger-Congo	FALSE	FALSE
xho	xhos1239	Xhosa	-32	27	Africa	Bantoid	Niger-Congo	FALSE	FALSE
yak	yaka1269	Yaka	-7	17.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
luc	luch1239	Lucazi	-14	20	Africa	Bantoid	Niger-Congo	FALSE	FALSE
cop	copt1239	Coptic	26	32	Africa	Egyptian-Coptic	Afro-Asiatic	FALSE	FALSE
big	yulu1243	Binga	8	25	Africa	Bongo-Bagirmi	Central Sudanic	FALSE	FALSE
yul	yulu1243	Yulu	8.5	25.25	Africa	Bongo-Bagirmi	Central Sudanic	FALSE	FALSE
brj	burj1242	Burji	5.5	37.83333333	Africa	Lowland East Cushitic	Afro-Asiatic	FALSE	FALSE
ndi	sout2784	Ngbandi	3.75	22	Africa	Ubangi	Niger-Congo	FALSE	FALSE
ygd	diii1241	Dii	8	14	Africa	Samba-Duru	Niger-Congo	FALSE	FALSE
aiz	apro1235	Aizi	5.25	-4.5	Africa	Kru	Niger-Congo	FALSE	FALSE
tmp	tamp1252	Tampulma	10.41666667	-0.583333333	Africa	Southern-Central Gur	Niger-Congo	FALSE	FALSE
deg	dege1246	Degema	4.75	6.75	Africa	Edoid	Niger-Congo	FALSE	FALSE
igs	gaam1241	Ingessana	11.5	34	Africa	Eastern Jebel	Eastern Sudanic	FALSE	FALSE
sub	subi1246	Subiya	-17.75	24.91666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
mde	mend1266	Mende	7.833333333	-11.5	Africa	Western Mande	Mande	FALSE	FALSE
nku	kenu1236	Nubian (Kunuz)	23	33	Africa	Nubian	Eastern Sudanic	FALSE	FALSE
nbd	kenu1236	Nubian (Dongolese)	18.25	30.75	Africa	Nubian	Eastern Sudanic	FALSE	TRUE
gud	gude1246	Gude	10.41666667	13.41666667	Africa	Biu-Mandara	Afro-Asiatic	FALSE	FALSE
oku	okuu1243	Oku	6.25	10.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
ahs	hass1238	Arabic (Bani-Hassan)	20	-10	Africa	Semitic	Afro-Asiatic	FALSE	FALSE
bbf	sout2840	Bobo Madaré (Northern)	12.41666667	-4.333333333	Africa	Western Mande	Mande	FALSE	FALSE
luy	saam1283	Luyia	0.416666667	34.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
ndu	ndum1239	Ndumu	-1.666666667	13.58333333	Africa	Bantoid	Niger-Congo	FALSE	FALSE
gmz	gumu1244	Gumuz	12.5	35.83333333	Africa	Gumuz	Gumuz	FALSE	FALSE
mbi	bamb1266	Mbili	6.116666667	10.2	Africa	Bantoid	Niger-Congo	FALSE	FALSE
rim	nyat1246	Rimi	-5	34.66666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
agw	alag1248	Alagwa	-5.5	35.75	Africa	Southern Cushitic	Afro-Asiatic	FALSE	FALSE
tsw	tswa1253	Tswana	-24	26	Africa	Bantoid	Niger-Congo	FALSE	FALSE
mup	mwag1236	Mupun	9.5	8.833333333	Africa	West Chadic	Afro-Asiatic	FALSE	FALSE
gnd	gaan1243	Ga'anda	10.33333333	12.58333333	Africa	Biu-Mandara	Afro-Asiatic	FALSE	FALSE
ntn	nate1242	Nateni	10.5	1.166666667	Africa	Northern-Central Gur	Niger-Congo	FALSE	FALSE
buw	bulu1251	Bulu	3	11	Africa	Bantoid	Niger-Congo	FALSE	FALSE
ykm	yako1252	Yakoma	4.416666667	18.41666667	Africa	Ubangi	Niger-Congo	FALSE	FALSE
kom	komo1258	Komo	8.75	33.75	Africa	Koman	Koman	FALSE	FALSE
klz	kala1384	Kalanga	-20.5	27.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
ngz	ngiz1242	Ngizim	12.08333333	10.91666667	Africa	West Chadic	Afro-Asiatic	FALSE	FALSE
kbl	kaby1243	Kabyle	36.5	5	Africa	Berber	Afro-Asiatic	FALSE	FALSE
hmr	hame1242	Hamer	5	36.5	Africa	South Omotic	Afro-Asiatic	FALSE	FALSE
so	sooo1256	So	2.583333333	34.75	Africa	Kuliak	Eastern Sudanic	FALSE	FALSE
shb	shab1252	Shabo	7.583333333	35.41666667	Africa	Shabo	Shabo	FALSE	FALSE
lns	lamn1239	Lamnso'	6.166666667	10.75	Africa	Bantoid	Niger-Congo	FALSE	FALSE
ras	tega1236	Rashad	11.83333333	31.05	Africa	Rashad	Kordofanian	FALSE	FALSE
ori	tega1236	Orig	12.16666667	30.83333333	Africa	Rashad	Kordofanian	FALSE	FALSE
dha	daas1238	Dhaasanac	4.666666667	36.33333333	Africa	Lowland East Cushitic	Afro-Asiatic	FALSE	FALSE
brn	buru1320	Burunge	-5.333333333	36	Africa	Southern Cushitic	Afro-Asiatic	FALSE	FALSE
mmv	mamv1243	Mamvu	3.25	29	Africa	Mangbutu-Efe	Central Sudanic	FALSE	FALSE
tgh	taha1241	Tuareg (Ghat)	25	10.16666667	Africa	Berber	Afro-Asiatic	FALSE	FALSE
kkb	konk1269	Konkomba	10	0.083333333	Africa	Northern-Central Gur	Niger-Congo	FALSE	FALSE
dio	jola1263	Diola-Fogny	13	-16.25	Africa	Bak	Niger-Congo	FALSE	TRUE
ktl	katl1237	Katla	11.83333333	29.33333333	Africa	Katla-Tima	Kordofanian	FALSE	FALSE
mab	maba1277	Maba	13.75	20.83333333	Africa	Maban	Maban	FALSE	TRUE
dyu	dyul1238	Dyula	9.833333333	-4.666666667	Africa	Western Mande	Mande	FALSE	FALSE
kby	kabi1261	Kabiyé	9.666666667	1.166666667	Africa	Southern-Central Gur	Niger-Congo	FALSE	FALSE
ik	ikkk1242	Ik	3.75	34.16666667	Africa	Kuliak	Eastern Sudanic	FALSE	FALSE
swa	swah1253	Swahili	-6.5	39	Africa	Bantoid	Niger-Congo	TRUE	TRUE
bch	tach1249	Berber (Chaouia)	35	7	Africa	Berber	Afro-Asiatic	FALSE	FALSE
maw	west2500	Maninka (Western)	13	-11	Africa	Western Mande	Mande	FALSE	FALSE
mnk	east2426	Maninka	10.5	-9.5	Africa	Western Mande	Mande	FALSE	FALSE
ble	baou1238	Baule	7	-5	Africa	Kwa	Niger-Congo	FALSE	FALSE
baf	bafu1246	Bafut	6.25	9.916666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
hya	haya1250	Haya	-2	31.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
mal	plat1254	Malagasy	-20	47	Africa	Barito	Austronesian	TRUE	TRUE
plr	palo1243	Palor	14.83333333	-16.75	Africa	Cangin	Niger-Congo	FALSE	FALSE
acl	acol1236	Acholi	3	32.66666667	Africa	Nilotic	Eastern Sudanic	FALSE	FALSE
ndt	ndut1239	Ndut	14.91666667	-16.91666667	Africa	Cangin	Niger-Congo	FALSE	FALSE
bus	busa1253	Busa	9.666666667	4	Africa	Eastern Mande	Mande	FALSE	FALSE
awk	pong1250	Akwa	10.08333333	6.333333333	Africa	Kainji	Niger-Congo	FALSE	FALSE
kgi	wame1240	Konyagi	12.5	-13.25	Africa	Tenda	Niger-Congo	FALSE	FALSE
bas	basa1284	Basaá	3.916666667	10.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
eny	enya1247	Enya	-0.5	25.25	Africa	Bantoid	Niger-Congo	FALSE	FALSE
miy	miya1266	Miya	10.91666667	9.666666667	Africa	West Chadic	Afro-Asiatic	FALSE	FALSE
mas	masa1322	Masa	10.5	15.5	Africa	Masa	Afro-Asiatic	FALSE	FALSE
fye	fyam1238	Fyem	9.583333333	9.333333333	Africa	Platoid	Niger-Congo	FALSE	FALSE
bsh	bush1247	Bushoong	-4.5	21.5	Africa	Bantoid	Niger-Congo	FALSE	FALSE
juh	juho1239	Ju|'hoan	-19	21	Africa	Ju-Kung	Kxa	FALSE	TRUE
xun	kung1261	!Xun (Ekoka)	-19.66666667	18	Africa	Ju-Kung	Kxa	FALSE	FALSE
sge	song1303	Songe	-6.833333333	22	Africa	Bantoid	Niger-Congo	FALSE	FALSE
dma	duma1253	Duma	-0.95	13	Africa	Bantoid	Niger-Congo	FALSE	FALSE
blz	bala1300	Balanta	12.25	-15.33333333	Africa	Bak	Niger-Congo	FALSE	FALSE
bse	cent2194	Berber (Ayt Seghrouchen Middle Atlas)	33.33333333	-4.666666667	Africa	Berber	Afro-Asiatic	FALSE	FALSE
bma	cent2194	Berber (Middle Atlas)	33	-5	Africa	Berber	Afro-Asiatic	TRUE	TRUE
bga	beng1282	Benga	1.166666667	9.416666667	Africa	Bantoid	Niger-Congo	FALSE	FALSE
bia	bila1255	Bila	1	28.75	Africa	Bantoid	Niger-Congo	FALSE	FALSE
ktc	katc1249	Katcha	10.83333333	29.66666667	Africa	Kadugli	Kadu	FALSE	FALSE
cic	nyan1308	Chichewa	-14	34	Africa	Bantoid	Niger-Congo	FALSE	FALSE
ksm	kase1253	Kasem	11.25	-1.25	Africa	Southern-Central Gur	Niger-Congo	FALSE	FALSE
xoo	xooo1239	!Xóõ	-24	21.5	Africa	Tu	Tu	FALSE	FALSE
her	here1253	Herero	-20.58333333	19	Africa	Bantoid	Niger-Congo	FALSE	FALSE
jom	talo1250	Jomang	10.58333333	30.5	Africa	Talodi	Kordofanian	FALSE	FALSE
knk	dera1248	Kanakuru	10	12	Africa	West Chadic	Afro-Asiatic	FALSE	FALSE
bam	bamb1269	Bambara	12.5	-7.5	Africa	Western Mande	Mande	FALSE	TRUE
nnn	nort2784	Nuni (Northern)	12.16666667	-3	Africa	Southern-Central Gur	Niger-Congo	FALSE	FALSE
sod	kist1241	Soddo	8.5	38.5	Africa	Semitic	Afro-Asiatic	FALSE	FALSE
